index,GOLDAMGBDollarD228NLBM,Industrial Production_Manufacturing (NAICS),"All Employees, Retail Trade",Unemployment_Rate,IndustrialProductionGoldSilver21222S,Federal Debt Held by Federal Reserve Banks,FEDFUNDS,Fed Debt_Total Public Debt as Perc of GDP,Households and Nonprofit Organizations_Total Assets,Total Vehicle Sales,New Private Housing Units Authorized by Building Permits,Corp_Total Assets
1969-01-31,42.29090909090909,36.6924,7039.7,3.4,24.9872,55.8,6.3,36.19577,4045.5640000000003,885.2,1459.0,1338.6129999999998
1969-02-28,42.61625,36.6924,6988.4,3.4,24.9872,55.8,6.61,35.80077266403289,4048.186802438281,885.2,1495.0,1348.5825922649344
1969-03-31,43.171428571428564,36.6924,7051.5,3.4,24.9872,55.8,6.79,35.300020657310114,4055.859253671664,885.2,1438.0,1360.307246470883
1969-04-30,43.294999999999995,36.6924,7178.7,3.4,24.9872,55.8,7.41,34.97403,4064.3540000000003,885.2,1441.0,1371.496
1969-05-31,43.46071428571429,36.6924,7245.4,3.4,24.9872,55.8,8.67,34.845649696508474,4073.494293767232,885.2,1328.0,1382.7251458204971
1969-06-30,41.441666666666684,36.6924,7329.2,3.5,24.9872,55.8,8.9,34.902717177457276,4082.643491561826,885.2,1349.0,1393.4687209301628
1969-07-31,41.75521739130435,36.6924,7285.5,3.5,24.9872,55.8,8.61,35.019459999999995,4092.114,885.2,1278.0,1405.701
1969-08-31,41.12809523809525,36.6924,7287.6,3.5,24.9872,55.8,9.19,35.17345000044861,4101.551806429406,885.2,1317.0,1419.2908751903883
1969-09-30,40.86452380952381,36.6924,7325.3,3.7,24.9872,55.8,9.15,35.345636321828756,4110.839529484179,885.2,1263.0,1433.2524148629116
1969-10-31,40.47608695652174,36.6924,7400.9,3.7,24.9872,55.8,9.0,35.46954,4121.772,885.2,1216.0,1445.4579999999999
1969-11-30,37.4515,36.6924,7547.5,3.5,24.9872,55.8,8.85,35.52486671508575,4133.8293959605635,885.2,1191.0,1454.6376087176047
1969-12-31,35.18928571428571,36.6924,7881.1,3.5,24.9872,55.8,8.97,35.510081172288515,4145.530075389427,885.2,1155.0,1462.1575134273378
1970-01-31,34.945952380952384,36.6924,7315.5,3.9,24.9872,55.8,8.98,35.38879,4141.86,885.2,1062.0,1472.4979999999998
1970-02-28,34.99375,36.6924,7260.4,4.2,24.9872,56.35260363754987,8.98,35.182584293552495,4123.098540839459,885.2,1118.0,1484.9998064972583
1970-03-31,35.08849999999999,36.6924,7319.8,4.4,24.9872,57.01276248600921,7.76,34.874624237027135,4090.906402979524,885.2,1132.0,1501.417516878168
1970-04-30,35.62340909090909,36.6924,7400.3,4.6,24.9872,57.7,8.1,34.67329,4084.97,885.2,1224.0,1513.921
1970-05-31,35.95824999999999,36.6924,7436.6,4.8,24.9872,58.46013201378833,7.94,34.60057073277522,4112.249847955084,885.2,1328.0,1522.1468607462493
1970-06-30,35.43727272727273,36.6924,7481.8,4.9,24.9872,59.23303544625757,7.6,34.662017067586326,4166.1419632692805,885.2,1322.0,1526.470411657363
1970-07-31,35.32934782608695,36.6924,7423.5,5.0,24.9872,60.0,7.21,34.86717,4219.539000000001,885.2,1324.0,1532.922
1970-08-31,35.377250000000004,36.6924,7401.2,5.1,24.9872,60.72310306770891,6.61,35.217205842140146,4265.519472468193,885.2,1394.0,1542.341592113902
1970-09-30,36.19613636363636,36.6924,7456.5,5.4,24.9872,61.38984676076088,6.29,35.632139355573024,4304.801323455747,885.2,1426.0,1553.9043852623456
1970-10-31,37.552727272727275,36.6924,7512.5,5.5,24.9872,62.1,6.2,35.74822,4351.704000000001,885.2,1564.0,1565.98
1970-11-30,37.4547619047619,36.6924,7611.9,5.9,24.9872,62.816474954980364,5.6,35.49620002397931,4405.047699559944,885.2,1502.0,1577.4104883406867
1970-12-31,37.43386363636363,36.6924,7962.3,6.1,24.9872,63.567014423959726,4.9,34.92985826400388,4465.9373252022915,885.2,1767.0,1589.037543309204
1971-01-31,37.86749999999999,36.6924,7452.5,5.9,24.9872,64.2,4.14,34.50345,4517.03,885.2,1643.0,1600.986
1971-02-28,38.715999999999994,36.6924,7374.2,5.9,24.9872,64.65110823420495,3.72,34.307606347874206,4552.3602567577655,885.2,1588.0,1612.1323095658618
1971-03-31,38.872826086956515,36.6924,7423.1,6.0,24.9872,65.0448776579572,3.71,34.285267727213295,4580.635828400581,885.2,1759.0,1624.8103716604198
1971-04-30,39.00099999999999,36.6924,7549.5,5.9,24.9872,65.5,4.15,34.360890000000005,4604.487,885.2,1745.0,1637.065
1971-05-31,40.4925,36.6924,7608.5,5.9,24.9872,66.08290846445473,4.63,34.51997081284277,4626.976089117953,885.2,1972.0,1649.6424751212865
1971-06-30,40.10477272727274,36.6924,7668.8,5.9,24.9872,66.75980964694153,4.91,34.7452009321491,4648.001757957642,885.2,1903.0,1661.7508547633042
1971-07-31,40.929318181818196,36.6924,7625.3,6.0,24.9872,67.6,5.31,35.00694,4677.519,885.2,2069.0,1674.3210000000001
1971-08-31,42.72184210526316,36.6924,7637.1,6.1,24.9872,68.58722844613132,5.56,35.29075559830096,4716.372094771364,885.2,2004.0,1686.9707399677015
1971-09-30,41.97636363636364,36.6924,7704.1,6.0,24.9872,69.60188583778529,5.55,35.556521905880054,4762.349752870679,885.2,1996.0,1699.4034125856404
1971-10-31,42.476190476190474,36.6924,7748.7,5.8,24.9872,70.2,5.2,35.63237,4815.278,885.2,2026.0,1713.1779999999999
1971-11-30,42.842045454545456,36.6924,7882.0,6.0,24.9872,70.26225809745637,4.91,35.48349270892967,4871.231024220735,885.2,2079.0,1727.5210231445112
1971-12-31,43.44642857142856,36.6924,8230.5,6.0,24.9872,69.91181483485332,4.14,35.125828851852255,4931.721238523381,885.2,2133.0,1743.0987103655743
1972-01-31,45.6402380952381,36.6924,7793.2,5.8,24.9872,69.9,3.5,34.72622,4980.76,885.2,2238.0,1757.5929999999998
1972-02-29,48.236666666666665,36.9567,7738.0,5.7,26.2182,70.31808891946618,3.29,34.34106014610109,5013.983483429773,885.2,2169.0,1769.8726833293076
1972-03-31,48.28840909090909,37.1965,7793.2,5.8,26.5612,71.09580094369858,3.83,33.93707810274,5038.36737829091,885.2,2105.0,1781.7858044627683
1972-04-30,49.02605263157895,37.644,7915.3,5.7,25.5496,71.4,4.17,33.67383,5065.488,885.2,2139.0,1793.0539999999999
1972-05-31,54.5,37.6836,7974.9,5.7,25.8149,71.1053895356769,4.27,33.55635575670527,5099.876251560512,885.2,2067.0,1804.6040360401153
1972-06-30,62.17045454545453,37.8022,8049.7,5.7,23.8359,70.33534570967613,4.46,33.57528623071935,5141.41339369182,885.2,2183.0,1816.2106889865354
1972-07-31,65.55833333333335,37.8128,7990.2,5.6,22.6023,69.7,4.55,33.62447,5206.177,885.2,2195.0,1831.943
1972-08-31,66.91704545454544,38.3031,8011.7,5.6,18.9615,69.33726548895544,4.8,33.685961497396576,5295.3459871021605,885.2,2263.0,1852.021451034435
1972-09-30,65.58928571428572,38.5731,8070.0,5.5,21.226,69.29688837705709,4.87,33.74705258199052,5397.363194643001,885.2,2393.0,1874.7574264557377
1972-10-31,64.82363636363635,39.1695,8154.7,5.6,22.1484,69.9,5.04,33.74758,5471.4169999999995,885.2,2354.0,1896.388
1972-11-30,62.725681818181805,39.6756,8332.3,5.3,21.5958,71.15878404495045,5.06,33.677374311855104,5505.217204508339,885.2,2234.0,1914.6847629668214
1972-12-31,63.778947368421065,40.2595,8664.1,5.2,21.2403,72.99079094669585,5.33,33.5297353756362,5506.376243270577,885.2,2419.0,1931.5332844151435
1973-01-31,65.12681818181817,40.5321,8157.0,4.9,22.072,74.3,5.94,33.29287,5507.448,885.2,2271.0,1950.543
1973-02-28,73.97125000000001,41.1963,8081.8,5.0,21.9871,74.8704563769929,6.58,33.00025983664677,5513.58190710696,885.2,2226.0,1970.2217586430675
1973-03-31,84.10468181818182,41.2768,8136.7,4.9,19.9682,74.9197627715084,7.09,32.61472659690913,5528.4266225624515,885.2,2062.0,1994.357421359781
1973-04-30,90.44078947368422,41.2179,8254.8,5.0,19.3753,75.0,7.12,32.34466,5565.906999999999,885.2,1908.0,2017.297
1973-05-31,101.62272727272726,41.4853,8334.4,4.9,20.0875,75.24000028276417,7.84,32.20510615943371,5631.544320420443,885.2,1931.0,2040.0142727598957
1973-06-30,119.79999999999998,41.4705,8402.7,4.9,19.8371,75.62657045885119,8.49,32.18167592182951,5713.176130975494,885.2,2051.0,2061.4656473706527
1973-07-31,120.36363636363636,41.6769,8334.1,4.8,21.5621,76.2,10.4,32.12455,5766.0,885.2,1819.0,2085.756
1973-08-31,106.225,41.5521,8337.4,4.8,21.0822,76.9526611519766,10.5,32.00940116726573,5778.4516558313335,885.2,1809.0,2112.6483588426095
1973-09-30,103.03375000000001,41.946,8414.1,4.8,18.991,77.80309719352334,10.78,31.859776153783912,5758.632274057502,885.2,1704.0,2140.5482918080816
1973-10-31,99.92282608695652,42.2962,8485.1,4.6,19.7926,78.5,10.01,31.77379,5746.861999999999,885.2,1411.0,2167.498
1973-11-30,94.64545454545454,42.6218,8648.6,4.8,19.224,78.94981001540158,10.03,31.774045080002747,5750.47055921088,885.2,1402.0,2191.1564056484963
1973-12-31,106.23611111111111,42.6488,8903.0,4.9,19.2984,79.21661386583101,9.95,31.83182247682804,5767.139127325986,885.2,1288.0,2213.938387697679
1974-01-31,129.02727272727273,42.2744,8361.6,5.1,18.3974,79.5,9.65,31.764490000000002,5780.61,885.2,1331.0,2240.379
1974-02-28,150.0,42.091,8246.6,5.2,18.9821,79.80356170318404,8.97,31.56803683349123,5787.525806733696,885.2,1360.0,2268.2246909956784
1974-03-31,168.29761904761904,42.0853,8283.4,5.1,19.9475,80.17946679005797,9.35,31.2322514691544,5789.244442623617,885.2,1440.0,2303.2512835100883
1974-04-30,172.2175,41.8849,8422.9,5.1,20.5436,80.5,10.51,30.99462,5784.166,885.2,1254.0,2340.115
1974-05-31,163.56818181818178,42.1703,8514.8,5.1,20.2939,80.76985061610443,11.31,30.88058857691823,5771.7912678169905,885.2,1138.0,2381.025954460336
1974-06-30,154.0125,42.2289,8572.1,5.4,19.7364,80.95898452114746,11.93,30.877966411185014,5756.786588401195,885.2,1086.0,2422.225942454624
1974-07-31,142.2826086956522,42.1487,8548.4,5.5,18.3143,81.0,12.92,30.86269,5762.666,885.2,1002.0,2459.371
1974-08-31,154.36190476190475,41.7946,8535.8,5.5,16.5819,80.87080199703047,12.01,30.81411035676321,5794.342647976933,885.2,917.0,2489.8237731385766
1974-09-30,151.65952380952382,41.8679,8622.8,5.9,18.2191,80.62415775017205,11.34,30.754146107041755,5847.683545358003,885.2,840.0,2515.925052320022
1974-10-31,158.5326086956522,41.5436,8671.9,6.0,18.5848,80.5,10.06,30.79768,5914.353,885.2,824.0,2558.446
1974-11-30,181.48333333333335,40.2681,8750.6,6.6,18.7033,80.5467909087501,9.45,30.960660818355787,5988.173428438684,885.2,783.0,2617.6461289262265
1974-12-31,183.6825,38.4303,8935.0,7.2,18.3034,80.79276084927585,8.53,31.239265798171235,6073.6313790538015,885.2,869.0,2692.6964577084173
1975-01-31,176.86363636363637,37.6185,8411.1,8.1,19.2414,81.4,7.13,31.536040000000003,6165.639,885.2,726.0,2751.344
1975-02-28,179.5525,36.5552,8298.3,8.1,17.99,82.28354980235343,6.24,31.805346757753895,6253.947015608505,885.2,729.0,2785.5471027275016
1975-03-31,178.20263157894738,36.0622,8328.3,8.6,16.4235,83.56801985227081,5.54,32.09236647606466,6352.047425824182,885.2,709.0,2804.8557798126126
1975-04-30,170.06590909090912,36.0197,8414.1,8.8,17.9004,84.7,5.49,32.27817,6412.281999999999,885.2,866.0,2819.297
1975-05-31,167.29285714285714,35.9752,8523.6,9.0,17.7252,85.6711472564086,5.22,32.35892164507048,6431.633655517991,885.2,914.0,2832.70916746313
1975-06-30,164.25,36.2888,8614.3,8.8,18.6439,86.41957009999365,5.55,32.349908041697475,6417.989251668721,885.2,946.0,2844.528934576093
1975-07-31,164.86739130434785,36.7949,8601.8,8.6,18.3607,87.0,6.1,32.38043,6428.3369999999995,885.2,1020.0,2857.458
1975-08-31,163.16750000000002,37.2038,8638.4,8.4,18.1499,87.38512807711413,6.14,32.47296785763815,6473.127100754863,885.2,994.0,2871.431231503567
1975-09-30,144.31136363636364,37.8323,8698.0,8.4,19.1779,87.60668160802167,6.24,32.610292801274916,6544.814040870141,885.2,1064.0,2886.2868045417927
1975-10-31,142.6913043478261,38.0382,8729.8,8.4,18.5596,87.9,5.82,32.7301,6619.960999999999,885.2,1096.0,2905.163
1975-11-30,142.565,38.1558,8851.9,8.3,19.0059,88.28096177451606,5.22,32.81338473895219,6689.267761510854,885.2,1110.0,2927.1809045692607
1975-12-31,139.27857142857144,38.643,9136.3,8.2,19.8301,88.82058599856822,5.2,32.876483127968676,6758.084223809856,885.2,1091.0,2953.617083163698
1976-01-31,131.6952380952381,39.1713,8701.4,7.9,19.137,89.8,4.87,32.98513,6828.714,885.2,1195.0,2982.5759999999996
1976-02-29,130.94,39.7897,8633.2,7.7,18.2271,91.16136275747739,4.77,33.13911047482608,6897.179981044654,994.7,1190.0,3011.753410588679
1976-03-31,132.67608695652171,39.8599,8684.7,7.6,18.2745,92.97807043157353,4.84,33.34482858572242,6971.10465645298,1243.6,1164.0,3044.6641372464933
1976-04-30,127.91,40.1054,8863.3,7.7,18.4704,94.4,4.82,33.494640000000004,7032.355,1191.2,1132.0,3075.1240000000003
1976-05-31,126.9125,40.3213,8952.8,7.4,17.523,95.39181000600641,5.29,33.581653606858254,7082.942367543068,1203.2,1194.0,3104.583790072891
1976-06-30,125.68409090909094,40.3277,8988.3,7.6,18.1481,95.93988375458935,5.48,33.610000359301026,7122.671381966897,1254.7,1188.0,3131.0052958926817
1976-07-31,117.8659090909091,40.6281,8973.3,7.8,18.8452,96.4,5.31,33.64333,7173.637,1162.3,1245.0,3155.278
1976-08-31,110.05476190476189,40.8932,9007.3,7.8,18.7144,96.80505155941924,5.29,33.69099846716289,7237.899996491426,1026.1,1309.0,3176.3270247525097
1976-09-30,114.09772727272725,40.9732,9081.2,7.6,18.8674,97.09768271190683,5.25,33.746620353117734,7309.272654111006,1057.9,1481.0,3194.584422915027
1976-10-31,116.09523809523812,40.9448,9082.2,7.7,18.0138,97.0,5.02,33.78753,7370.469,1129.4,1425.0,3217.3309999999997
1976-11-30,130.3409090909091,41.4707,9205.4,7.8,17.7141,96.47138022193087,4.95,33.806926714386094,7414.062668394525,1084.4,1531.0,3244.0559812360707
1976-12-31,133.67380952380955,41.9129,9466.2,7.8,17.3776,95.68649634448008,4.65,33.79199197851427,7447.224181552319,1061.8,1511.0,3275.676425596358
1977-01-31,132.30625,41.8246,9030.6,7.5,18.7068,96.0,4.61,33.65136,7495.545999999999,969.9,1466.0,3305.844
1977-02-28,136.1625,42.5735,8918.2,7.6,18.4444,97.43253658014552,4.68,33.40249771665355,7556.392345176959,1092.1,1560.0,3330.9978220818957
1977-03-31,148.33913043478262,43.1864,9026.0,7.4,19.356,100.06486252863421,4.69,33.02863208910594,7639.371267241812,1451.1,1660.0,3357.0737654029117
1977-04-30,149.18421052631578,43.6171,9186.0,7.2,18.7753,102.2,4.73,32.80422,7713.168000000001,1354.4,1660.0,3384.055
1977-05-31,146.53636363636363,43.9977,9299.4,7.0,19.7583,103.6873677394531,5.35,32.761634711806465,7778.260277310707,1377.1,1668.0,3414.446983829428
1977-06-30,140.8275,44.3683,9381.7,7.2,19.6755,104.4543473834621,5.39,32.876855171943966,7832.39723121637,1459.8,1752.0,3446.071421369021
1977-07-31,143.39761904761906,44.3774,9366.0,6.9,18.5828,104.7,5.42,32.98791,7891.5380000000005,1202.0,1687.0,3479.658
1977-08-31,145.00909090909087,44.5811,9408.2,7.0,19.3327,104.41430840667988,5.9,33.062713034068345,7955.977063156828,1234.5,1780.0,3513.9389990155364
1977-09-30,149.33409090909092,44.6218,9499.6,6.8,19.0728,103.68501600843673,6.14,33.11278019195147,8022.291700970368,1104.6,1674.0,3547.65510124541
1977-10-31,158.84761904761905,44.739,9529.2,6.8,20.1741,102.8,6.47,33.21873,8087.991999999999,1341.3,1758.0,3582.292
1977-11-30,162.13181818181818,44.822,9706.6,6.8,21.0989,101.86945198555202,6.51,33.38592064805976,8147.748803442024,1181.6,1771.0,3615.494817843096
1977-12-31,160.48000000000002,45.3241,10004.3,6.4,21.9856,101.03172858860181,6.56,33.579585325685535,8208.196601241183,1090.6,1754.0,3649.850341196321
1978-01-31,173.20714285714288,44.6628,9545.0,6.4,19.4106,101.6,6.7,33.5012,8284.255,931.3,1740.0,3686.637
1978-02-28,178.35999999999999,44.8005,9425.8,6.3,20.502,103.51773327485049,6.78,33.15166735759952,8368.962792946211,1071.4,1736.0,3722.318304940413
1978-03-31,183.77142857142857,45.5864,9521.2,6.3,19.633,106.96110654106133,6.79,32.5251279209625,8478.0879105613,1480.6,1799.0,3764.2043886938054
1978-04-30,175.32250000000002,46.3441,9696.4,6.1,18.956,110.1,6.89,32.12444,8583.667,1406.5,1948.0,3804.9559999999997
1978-05-31,176.19047619047618,46.523,9826.7,6.0,18.2244,112.83967942666656,7.36,32.01229055267024,8689.651993924848,1557.6,1766.0,3846.8550105799873
1978-06-30,183.76136363636363,46.8963,9921.7,5.9,18.9155,114.85076314365774,7.6,32.14556808133865,8788.00068328827,1549.4,1983.0,3887.5363652482934
1978-07-31,188.5690476190476,46.8701,9919.2,6.2,16.858,115.3,7.81,32.21407,8877.636,1289.2,1786.0,3931.855
1978-08-31,206.45454545454547,47.1209,9949.8,5.9,19.0676,113.93334959605646,8.04,32.15934095073069,8953.818049818037,1317.1,1691.0,3978.8473714790944
1978-09-30,212.21190476190475,47.3703,10018.8,6.0,19.145,111.27078634424028,8.45,32.00714615351832,9018.6866765279,1103.5,1751.0,4026.69478032615
1978-10-31,227.43181818181813,47.7231,10048.2,5.8,19.9431,109.6,8.96,31.862059999999996,9101.622,1397.0,1781.0,4077.4790000000003
1978-11-30,207.08181818181814,48.1665,10225.9,5.9,18.995,109.41775142408125,9.76,31.75154398119971,9201.226718558846,1248.7,1795.0,4127.748796058526
1978-12-31,207.89473684210523,48.5285,10490.5,6.0,18.2551,110.43406510470011,10.03,31.65969191626594,9321.209360096294,1068.5,1818.0,4180.604175857187
1979-01-31,226.98636363636368,48.1248,10023.1,5.9,17.6575,110.9,10.07,31.536009999999997,9439.801,1077.5,1461.0,4232.779
1979-02-28,245.59,48.2899,9897.4,5.9,17.3903,110.57608415449367,10.06,31.38858874061649,9542.85331002716,1148.7,1492.0,4279.073926005096
1979-03-31,242.3477272727273,48.5268,9975.1,5.8,17.0007,109.63467567601334,10.09,31.197803484465332,9653.057542644758,1483.8,1720.0,4330.139055908208
1979-04-30,239.17368421052632,47.7418,10103.8,5.8,17.214,109.7,10.01,31.06277,9759.741,1304.6,1597.0,4384.0740000000005
1979-05-31,257.7380952380953,48.3654,10170.8,5.6,17.9906,111.08947516778647,10.24,30.989980176279747,9870.803999745865,1373.0,1684.0,4445.419378955455
1979-06-30,279.3595238095238,48.4134,10200.9,5.7,17.8046,113.47454084693854,10.29,30.977664054058422,9979.232281461374,1183.8,1640.0,4508.742484173868
1979-07-31,295.0090909090909,48.4609,10126.8,5.7,19.6321,115.5,10.47,30.98402,10093.212,1164.4,1534.0,4568.917
1979-08-31,300.79318181818184,47.812,10149.0,6.0,20.3538,116.82822404444443,10.94,31.00298023367288,10209.319326442437,1207.2,1591.0,4622.1968449336355
1979-09-30,354.4975,47.9403,10218.3,5.9,19.0614,117.4597381443841,11.43,31.027913004224995,10321.066575007584,1029.6,1638.0,4668.281734917717
1979-10-31,390.9586956521739,48.1137,10259.2,6.0,18.867,117.5,13.77,31.02615,10419.169,1197.6,1481.0,4717.142
1979-11-30,391.51818181818186,47.9685,10428.2,5.9,18.5987,116.95640875598,13.18,30.992388159783125,10494.656966350081,1018.6,1276.0,4766.71375976212
1979-12-31,463.6657894736842,48.156,10663.2,6.0,18.3057,116.07799436993255,13.78,30.937893922481955,10557.949248644336,959.7,1254.0,4819.428862463494
1980-01-31,674.5795454545455,48.3631,10162.8,6.3,18.3473,116.7,13.82,30.949820000000003,10640.696000000002,1042.0,1280.0,4868.083
1980-02-29,665.8928571428571,48.2709,10046.1,6.3,18.7832,118.93405527541293,14.13,31.0350306880928,10741.264554056099,1038.7,1199.0,4909.022583741765
1980-03-31,554.2761904761904,47.917,10089.0,6.3,17.9257,122.60539633751772,17.19,31.19695805054128,10871.192096160823,1141.9,988.0,4949.947547749583
1980-04-30,516.71,46.8814,10150.5,6.9,18.819,124.5,17.61,31.37303,11004.871000000001,946.6,808.0,4999.178
1980-05-31,514.2675,45.4235,10214.9,7.5,18.9067,124.19472957389624,10.98,31.56551706442562,11148.557233058935,893.8,861.0,5062.33193642324
1980-06-30,600.7857142857143,44.7099,10245.9,7.6,18.299,122.11568836465894,9.47,31.740871363993943,11291.639362722444,932.7,1118.0,5132.774121970992
1980-07-31,645.75,44.1788,10199.3,7.8,13.232,120.7,9.03,31.776870000000002,11435.155,1006.6,1259.0,5198.971
1980-08-31,626.36,44.5309,10247.4,7.7,11.4228,120.45581648022159,9.61,31.643095887463787,11572.854873089535,884.2,1367.0,5255.776882873164
1980-09-30,673.9409090909091,45.2803,10290.1,7.5,14.0933,121.11206789715096,10.87,31.381003918891867,11697.921646690003,847.4,1484.0,5304.962065021536
1980-10-31,662.2695652173913,46.137,10273.9,7.5,15.3897,121.3,12.81,31.157,11801.874,1043.4,1366.0,5369.79
1980-11-30,623.875,47.0082,10410.7,7.5,16.3809,120.78461753551247,15.85,31.014549115958367,11875.351543616405,870.5,1383.0,5449.231465718518
1980-12-31,596.7119047619047,47.1251,10655.4,7.2,21.8019,119.68614810876794,18.9,30.93575598749418,11930.247024150756,821.4,1249.0,5544.294245933816
1981-01-31,557.8125,46.9789,10169.4,7.5,20.6861,119.0,19.08,30.872840000000004,12008.446000000002,814.3,1221.0,5625.149
1981-02-28,500.8,46.7234,10065.0,7.4,21.5676,118.88582920903686,15.93,30.821446080364517,12105.947164917368,949.2,1199.0,5681.773266819489
1981-03-31,499.6931818181818,46.878,10106.6,7.4,21.4016,119.28746887528351,14.7,30.768587829063414,12235.455286919321,1178.8,1183.0,5728.318701440143
1981-04-30,496.625,47.1214,10272.9,7.2,21.0311,120.0,15.72,30.70875,12329.541000000001,962.9,1190.0,5770.224
1981-05-31,480.3157894736842,47.3428,10377.4,7.5,21.0939,121.02987454923624,18.52,30.635388052803552,12383.873711309181,933.1,1173.0,5812.8957803726225
1981-06-30,460.5,47.089,10445.2,7.5,23.0563,122.35023578366273,19.1,30.56881445638685,12405.406287566406,942.7,976.0,5853.931807349031
1981-07-31,409.28409090909093,47.1991,10421.2,7.2,25.8919,124.3,19.04,30.60333,12461.856000000002,896.9,935.0,5898.291
1981-08-31,410.23999999999995,47.2307,10461.4,7.4,24.2405,126.88632866493475,17.82,30.75921005029692,12564.04971221359,1009.0,889.0,5945.005962692878
1981-09-30,443.77272727272725,46.9945,10480.2,7.6,25.3772,129.69394861016588,15.87,31.018764705123782,12696.517833505091,864.8,847.0,5992.245554513495
1981-10-31,437.67954545454546,46.5648,10433.0,7.9,24.5897,131.0,15.08,31.35587,12804.819,822.0,731.0,6041.819
1981-11-30,413.4047619047619,45.9601,10504.2,8.3,24.6025,130.41884854967265,13.31,31.741925024014527,12871.982639462214,743.0,748.0,6090.3165688992485
1981-12-31,410.1190476190476,45.1479,10696.1,8.5,24.2737,128.24490998445353,12.37,32.16935697733167,12908.108500155386,673.2,796.0,6139.411864624818
1982-01-31,384.1625,44.0577,10192.1,8.6,23.3448,126.6,13.22,32.41298,12946.327,714.4,794.0,6177.509
1982-02-28,374.4575,45.2876,10080.1,8.9,24.0695,125.89479729038189,14.78,32.44246377474137,12988.143774525195,840.5,808.0,6200.940991948811
1982-03-31,329.97727272727275,44.8922,10117.6,9.0,25.8047,125.98630830246987,14.68,32.319515257536445,13042.320448677354,1057.3,891.0,6217.106632355347
1982-04-30,350.33500000000004,44.5935,10255.4,9.3,25.788,127.0,14.94,32.40213,13101.348999999998,877.2,888.0,6238.305
1982-05-31,334.5052631578948,44.5046,10383.1,9.4,27.0755,129.01396801270096,14.45,32.76753815534974,13168.906837114668,1020.2,953.0,6269.0281085352835
1982-06-30,314.9613636363636,44.4258,10459.8,9.6,23.2418,131.74460475862568,14.15,33.35044511943871,13242.188638272708,868.4,913.0,6305.117384195071
1982-07-31,337.8954545454545,44.384,10440.1,9.8,22.8783,134.4,12.59,33.9253,13335.923999999999,827.4,1044.0,6335.185
1982-08-31,363.4130952380953,43.9721,10466.5,9.8,22.0895,136.72500703610743,10.12,34.42840475758747,13449.596790354764,794.0,926.0,6355.623689170463
1982-09-30,438.15,43.8579,10469.8,10.1,22.1236,138.55035098154605,10.31,34.84405925410592,13575.093592633986,891.1,1042.0,6368.312840195949
1982-10-31,422.7857142857143,43.3318,10417.2,10.4,23.6954,139.3,9.71,35.18156,13698.648000000001,840.9,1149.0,6387.267
1982-11-30,415.1136363636364,43.0275,10507.0,10.8,25.8076,138.81550035230356,9.2,35.416227352057916,13808.796548883154,971.5,1229.0,6413.3411146488415
1982-12-31,444.77619047619044,42.8779,10729.0,10.8,24.5949,137.34709842582214,8.95,35.58651357615255,13915.228432104843,839.3,1351.0,6446.969089752099
1983-01-31,481.8375,43.935,10284.0,10.4,26.6297,136.7,8.68,35.82911,14029.136999999999,789.3,1426.0,6479.059
1983-02-28,493.4875,43.91,10157.1,10.4,26.9112,137.09776647915257,8.51,36.13268624339197,14140.742742522314,821.6,1471.0,6505.445835611777
1983-03-31,420.70652173913044,44.323,10234.1,10.3,27.1643,138.679538666515,8.77,36.54106697944845,14270.413341664374,1102.0,1475.0,6531.921211436244
1983-04-30,433.17105263157896,44.8522,10395.4,10.2,29.0716,141.7,8.8,36.87167,14379.127,1012.3,1566.0,6555.688
1983-05-31,437.39250000000004,45.4357,10532.2,10.1,31.38,146.4303156215667,8.63,37.119048448426696,14469.537250148072,1109.9,1669.0,6578.508432712191
1983-06-30,413.14772727272725,45.8074,10664.8,10.1,31.7899,152.0215222633317,8.98,37.26777073592726,14537.47006613204,1205.4,1769.0,6599.524136300914
